Visit_ID,Species,Sex,Detection,Distance_class,Behavior,Time_left_min,Time_left_sec,Comments,Period
EMMAOR_UPCA1-04_2019-06-28,WHWO,M,V,0_50,O,,,"AFTER PT 4 CLOSE TO PT 5, Walked right by a nest. Rachael soon arrived and got it. Soon saw F as well. M had food.",TR
EMFWOR_CAMC1-10_2015-06-22,WHWO,U,A,0_50,C,,,Heard Unk WHWO CA ~30m E of pt after survey,AF
EMFWOR_CAMC5-01_2015-06-04,WHWO,F,V,999,P,,,"M WHWO flew in quietly from NW, F WHWO detected after survey",AF
EMFWOR_RIMT1-04_2015-05-26,WHWO,U,A,0_50,C,,,WHWO M @1:13 rem to S of pt~10m. DR & flying from tree to tree. Another WHWO CA to N~20m after survey,AF
EMFWOR_SWRC2-10_2015-05-28,WHWO,U,A,50_150,C,,,~1min after survey ended heard WHWO CA~65m SE in dense woods near Dismal Creek,AF
EMFWOR_SWRC3-09_2015-06-16,WHWO,M,A,0_50,P,,,spotted F whwo DR exactly 50m NE then heard saw M ~ 1 min after in same direction,AF
EMMAOR_CLIFFC1-05_2014-05-12,WHWO,U,A,0_50,C,,,Heard WHWO CA before pt count 30m S but no detection during pt count; NOFL at pt,BE
EMFWOR_CAMC7-07_2015-05-29,WHWO,F,V,0_50,P,1,47,"HAWO CA from SW w/3:55 rem, sweet talk, w/ 1:55 rem, then Obs F WHWO fly w/in 30m  and land on ABCO top",DU
EMFWOR_CAMC8-05_2015-06-10,WHWO,F,A,0_50,D,1,17,Drumming from Class II ABCO snag 16m @ 58 deg,DU
EMFWOR_CAMC8-10_2015-06-10,WHWO,U,V,0_50,C FL P,2,40,Flew in silently from SW/heard sweet talk perched in  tree 38m SW,DU
EMFWOR_MUDT1-04_2015-05-19,WHWO,F,A,0_50,C F,4,25,"F WHWO flew into pt-ct rattling, then landed & began FOR on ABCO trees. Stayed near pt ct for sev minutes, mainly to N & E of pt-ct tree.  Stayed very close entire time. NOFL DR CA to S after survey",DU
EMFWOR_MUDT1-05_2015-06-12,WHWO,U,A,0_50,D FL,0,30,"WHWO U, DR, Obs DR and flying away w 30 seconds / rem. ~15 S of pt.",DU
EMFWOR_RIMT1-04_2015-05-26,WHWO,M,V,0_50,D,1,13,WHWO M @1:13 rem to S of pt~10m. DR & flying from tree to tree. Another WHWO CA to N~20m after survey,DU
EMFWOR_SWRC2-03_2015-05-28,WHWO,F,A,50_150,FL,3,20,"F WHWO flew to lg snag ~65m N of pt and perched until 3rd sequence of FoxPro, then flew S overhead; F CA 1x & pecked PIPO trunk 30m S after landing in tree",DU
EMFWOR_SWRC2-03_2015-05-28,WHWO,F,V,0_50,FL P,2,27,"F WHWO flew to lg snag ~65m N of pt and perched until 3rd sequence of FoxPro, then flew S overhead; F CA 1x & pecked PIPO trunk 30m S after landing in tree",DU
EMFWOR_SWRC3-01_2015-05-28,WHWO,F,V,0_50,F FL,1,20,"F WHWO flew in @1:20 rem, flew from tree to tree, did not CA",DU
EMFWOR_SWRC3-09_2015-06-16,WHWO,F,A,0_50,D,3,36,spotted F whwo DR exactly 50m NE then heard saw M ~ 1 min after in same direction,DU
EMMAOR_CLIFFC1-02_2014-05-12,WHWO,M,V,0_50,F,2,25,"M & F PR in PIPO FOR 7m S of pt; detected V both birds in PIPO; M territorial, he dive-bombed me at pt",DU
EMMAOR_CLIFFC1-02_2014-05-12,WHWO,F,V,0_50,F,2,30,"M & F PR in PIPO FOR 7m S of pt; detected V both birds in PIPO; M territorial, he dive-bombed me at pt",DU
EMMAOR_CLIFFC1-03_2014-05-12,WHWO,M,V,0_50,F,3,10,Obs M and F PR in PIPO 5m S of Pt FOR; WHWO CA & DR as well directly around center of pt just inside tree line next to meadow,DU
EMMAOR_CLIFFC1-03_2014-05-12,WHWO,F,V,0_50,F,3,10,Obs M and F PR in PIPO 5m S of Pt FOR; WHWO CA & DR as well directly around center of pt just inside tree line next to meadow,DU
EMMAOR_CLIFFC1-03_2015-05-28,WHWO,F,V,50_150,C F FL,3,30,"Flew in from S (dir of pt 4), foraged, squeaked a bit (not usual call) flew off N and then DR",DU
EMMAOR_CLIFFC1-03_2015-05-28,WHWO,F,V,0_50,C F FL,3,26,"Flew in from S (dir of pt 4), foraged, squeaked a bit (not usual call) flew off N and then DR",DU
EMMAOR_CLIFFC1-04_2015-05-28,WHWO,F,V,50_150,C F FL,1,58,"Heard FOR then F WHWO flew in from N, headed SW and FOR then CA",DU
EMMAOR_CLIFFC1-04_2015-05-28,WHWO,F,V,0_50,C F FL,1,27,"Heard FOR then F WHWO flew in from N, headed SW and FOR then CA",DU
EMMAOR_CLIFFC1-07_2015-05-28,WHWO,F,A,50_150,C FL,2,54,"One called and flew in from NW, also another unk DR in distance",DU
EMMAOR_CLIFFC1-07_2015-05-28,WHWO,F,A,0_50,C FL,1,2,"One called and flew in from NW, also another unk DR in distance",DU
EMMAOR_CLIFFC1-07_2016-06-21,WHWO,U,A,ovr_150,C,4,15,Heard very distant rattling from S/SW.  Strong gusts of wind.,DU
EMMAOR_CLIFFC1-08_2014-06-09,WHWO,F,A,50_150,C,4,22,"F WHWO before survey, close to pt 8 E",DU
EMMAOR_CLIFFC1-08_2015-05-28,WHWO,F,A,50_150,C FL,2,24,"Heard faint calling in distant W of transect tree, tracked down female, flew off W, was in an area with quite a few snags",DU
EMMAOR_CLIFFC1-09_2014-05-12,WHWO,M,V,0_50,FL,1,45,Heard another woodpecker FOR about 60m NW of pt; WHWO FOR,DU
EMMAOR_CLIFFC1-10_2015-05-28,WHWO,M,A,ovr_150,D FL,3,46,CA before survey start - DR in distance and flew in from NW and DR some more during survey,DU
EMMAOR_CLIFFC1-10_2015-05-28,WHWO,M,A,50_150,D FL,3,18,CA before survey start - DR in distance and flew in from NW and DR some more during survey,DU
EMMAOR_CLIFFC1-10_2015-05-28,WHWO,M,A,0_50,D FL,2,39,CA before survey start - DR in distance and flew in from NW and DR some more during survey,DU
EMMAOR_CLIFFC2-01_2014-06-23,WHWO,U,A,50_150,C,0,5,WHWO CA 2x w/sec remaining ~120m NE,DU
EMMAOR_CLIFFC2-03_2014-05-21,WHWO,M,A,0_50,C,1,0,"WHWO CA W of pt tree 2 min after survey, en route M WHWO",DU
EMMAOR_CLIFFC2-03_2014-05-21,WHWO,M,A,50_150,C,2,22,"M WHWO (W) CA, flew in with 1min left, F behind; obs together after survey across rd; F Called W from original direction",DU
EMMAOR_CLIFFC2-03_2014-05-21,WHWO,F,V,0_50,C,1,0,"M WHWO (W) CA, flew in with 1min left, F behind; obs together after survey across rd; F Called W from original direction",DU
EMMAOR_CLIFFC2-08_2015-06-07,WHWO,F,V,0_50,C FL,2,55,Flew in from S sweet talking.  Female WHWO,DU
EMMAOR_CUBT1-02_2014-06-25,WHWO,U,A,50_150,C,1,15,WHWO CA from S of pt 2,DU
EMMAOR_CUBT1-02_2016-06-14,WHWO,U,A,50_150,C,3,13,Heard WHWO CA many times >50m SW,DU
EMMAOR_CUBT1-03_2016-05-13,WHWO,F,V,0_50,D FL P,2,41,"Female WHWO flew in from W, landed on lodgepole 31m",DU
EMMAOR_CUBT1-06_2015-06-08,WHWO,F,A,50_150,F,3,2,"Female WHWO flew in quietly from S and began to forage, then flew away to NW",DU
EMMAOR_CUBT1-06_2015-06-08,WHWO,F,A,0_50,F,2,50,"Female WHWO flew in quietly from S and began to forage, then flew away to NW",DU
EMMAOR_CUBT1-06_2016-05-13,WHWO,U,A,0_50,C D FL,3,13,"WHWO flew in from SE, CA overhead, landed in tall PIPO snag ~30m from pt 6",DU
EMMAOR_CUBT1-06_2016-06-14,WHWO,U,A,50_150,C,0,46,WHWO CA >50m NW,DU
EMMAOR_CUBT1-09_2014-06-25,WHWO,M,A,0_50,C,4,10,"WHWO M flew in CA, FOR; F close after survey; M long low flight E",DU
EMMAOR_CUBT1-09_2015-06-08,WHWO,U,V,0_50,FL,3,1,Unk WHWO flew over point heading in a E to W direction,DU
EMMAOR_CUBT1-10_2014-06-25,WHWO,F,A,0_50,P,4,25,"WHWO pair flew in together, heard CA before survey",DU
EMMAOR_CUBT1-10_2014-06-25,WHWO,M,V,0_50,C,4,25,"WHWO pair flew in together, heard CA before survey",DU
EMMAOR_CUBT2-02_2014-05-07,WHWO,F,V,0_50,FL,2,16,"WHWO F flew in silent, at end of survey began DR on pt 2 PIPO tree",DU
EMMAOR_CUBT2-02_2014-05-07,WHWO,F,V,50_150,FL,2,20,"WHWO F flew in silent, at end of survey began DR on pt 2 PIPO tree",DU
EMMAOR_CUBT2-02_2014-06-03,WHWO,U,A,50_150,C,1,33,Heard CA NW of pt,DU
EMMAOR_CUBT2-02_2015-06-02,WHWO,M,A,50_150,C,4,10,"WHWO was CA before survey start, flew in from ESE, looked around and flew off WSW",DU
EMMAOR_CUBT2-02_2015-06-02,WHWO,M,A,0_50,C,4,2,"WHWO was CA before survey start, flew in from ESE, looked around and flew off WSW",DU
EMMAOR_CUBT2-02_2016-05-31,WHWO,M,A,0_50,C FL,3,25,Male and female flew in together.  Noisy call.,DU
EMMAOR_CUBT2-02_2016-05-31,WHWO,F,A,0_50,C FL,3,20,Male and female flew in together.  Noisy call.,DU
EMMAOR_CUBT2-03_2014-06-03,WHWO,U,A,50_150,C,0,26,Heard rattle and CA W of pt; many CA heard after survey in same location,DU
EMMAOR_CUBT2-03_2015-06-29,WHWO,F,V,0_50,D,4,20,Female flew over and started drumming within 50m,DU
EMMAOR_CUBT2-03_2016-05-31,WHWO,M,A,0_50,FL,1,38,Heard flying.  Survey tree was removed.  WHWO >100m before survey.,DU
EMMAOR_CUBT2-03_2016-05-31,WHWO,M,A,ovr_150,FL,1,58,Heard flying.  Survey tree was removed.  WHWO >100m before survey.,DU
EMMAOR_CUBT2-04_2014-05-07,WHWO,U,A,ovr_150,C,0,50,"WHWO to SW, same bird as pt 5",DU
EMMAOR_CUBT2-05_2014-05-07,WHWO,U,A,ovr_150,C,1,3,WHWO to NW,DU
EMMAOR_CUBT2-06_2014-05-07,WHWO,F,A,0_50,C,3,40,"WHWO F close on lrg PIPO, CA FL PE; end of survey flew back to PIPO",DU
EMMAOR_CUBT2-06_2014-05-07,WHWO,F,A,50_150,C,3,52,"WHWO F close on lrg PIPO, CA FL PE; end of survey flew back to PIPO",DU
EMMAOR_CUBT2-06_2015-06-29,WHWO,U,A,ovr_150,C D,3,25,Drummed from distance and called then flew in called and flew around point,DU
EMMAOR_CUBT2-06_2015-06-29,WHWO,U,A,0_50,C FL,2,5,Drummed from distance and called then flew in called and flew around point,DU
EMMAOR_CUBT2-07_2014-05-07,WHWO,U,A,ovr_150,C,3,45,WHWO rattle CA S of pt 7,DU
EMMAOR_CUBT2-08_2014-05-07,WHWO,U,A,ovr_150,C,2,42,"WHWO CA (same birds) to SE from same area as pt 9, btwn 9 & 8",DU
EMMAOR_CUBT2-10_2016-06-20,WHWO,M,A,50_150,D FL,0,45,Heard DR first,DU
EMMAOR_DUGC1-01_2016-06-02,WHWO,F,A,0_50,FL,4,20,WHWO flew in right away.  Detection by wing beat.  Heard WHWO calling before survey.,DU
EMMAOR_DUGC1-01_2016-06-28,WHWO,M,A,0_50,C,3,36,Active nest 40m W of P1.  Male WHWO approached from W - persistent alarm calls.,DU
EMMAOR_DUGC1-03_2014-07-01,WHWO,F,V,0_50,FL,4,19,Saw WHWO on way to pt cnt,DU
EMMAOR_DUGC1-04_2014-06-02,WHWO,U,A,50_150,C,2,50,Heard WHWO CA to E w/in 100m; obtained visual of F WHWO after pt cnt ~1 min 25 m E of pt cnt on large PIPO,DU
EMMAOR_DUGC1-08_2015-06-18,WHWO,M,A,0_50,D,0,52,Male WHWO DR ~30m to SE.  Flew away towards S.,DU
EMMAOR_DUGC1-09_2015-06-18,WHWO,U,A,50_150,D,1,40,Unk WHWO DR ~80m to E.  Flew away to SW,DU
EMMAOR_DUGC1-09_2016-06-28,WHWO,M,V,0_50,D FL,1,10,WHWO male flew in from N.  Began drumming on PIPO snag.  Detected similar DR WNW @ 200m,DU
EMMAOR_DUGC1-10_2014-07-01,WHWO,U,A,ovr_150,D,3,51,"Heard Unk DR to S, checked after pt cnt - it was WHWO",DU
EMMAOR_DUGC1-10_2016-06-28,WHWO,U,A,50_150,C,1,13,WHWO CA - short call - 100m to N.  That was all.,DU
EMMAOR_ELKT1-05_2015-06-23,WHWO,M,A,ovr_150,D,4,11,[No notes on WHWO detection.  Sexed and ID'd by drumming? - JRK],DU
EMMAOR_ELKT1-10_2014-06-05,WHWO,M,V,0_50,F,0,44,WHWO M seen on snag 2m E of pt tree; Cavity at top of snag,DU
EMMAOR_ELKT2-07_2015-06-17,WHWO,M,A,50_150,D,3,28,"Heard distant DR, went to check it out after survey end and found male WHWO who flew off NW calling a lot",DU
EMMAOR_ELKT3-09_2014-06-19,WHWO,F,V,0_50,P,0,52,Flew in from SE of pt,DU
EMMAOR_FLAGC1-01_2015-06-10,WHWO,M,A,50_150,C,1,50,Male WHWO CA rattling ~100m N,DU
EMMAOR_FLAGC1-02_2014-05-15,WHWO,U,A,50_150,C,2,34,WHWO too far to determine sex and in direct sunlight; 2 possibly a pair after survey,DU
EMMAOR_FLAGC1-05_2014-05-15,WHWO,U,A,0_50,C,2,40,WISA pair E,DU
EMMAOR_FLAGC1-05_2014-05-15,WHWO,U,A,50_150,C,4,5,WISA pair E,DU
EMMAOR_FLAGC1-05_2015-05-13,WHWO,F,A,50_150,C,4,15,DR before point count.,DU
EMMAOR_FLAGC1-06_2014-05-15,WHWO,F,A,0_50,C,4,15,"WHWOs CA and DR, no visuals, flew SW, 1 NE DR",DU
EMMAOR_FLAGC1-06_2014-05-15,WHWO,M,V,0_50,FL,4,15,WHWO CA before survey W of pt tree; M WHWO flew in from SW; F CA SW,DU
EMMAOR_FLAGC1-06_2014-06-18,WHWO,F,V,0_50,FL,2,21,WHWO nest found ~60m from pt,DU
EMMAOR_FLAGC1-07_2014-06-18,WHWO,U,V,0_50,FL,2,42,,DU
EMMAOR_FLAGC1-07_2015-06-10,WHWO,M,V,0_50,C FL,2,52,Male WHWO flew in from NE and starting calling,DU
EMMAOR_FLAGC1-07_2016-05-19,WHWO,M,V,0_50,FL P,0,54,Male WHWO detected flying to point - 25m - Perched on PIPO.  Departed.,DU
EMMAOR_FLAGC1-08_2015-05-13,WHWO,F,A,0_50,C,3,42,"Female rattled @ 40m, flew in closer while calling",DU
EMMAOR_FLAGC2-02_2014-05-12,WHWO,U,A,ovr_150,C,1,20,Heard S of pt,DU
EMMAOR_WOLFC2-09_2014-05-20,WHWO,U,A,50_150,C,1,15,Visual on a sapsucker 15m,DU
EMMAOR_WOLFC2-09_2014-06-23,WHWO,M,V,0_50,FL,3,47,WHWO M flew in silent from W,DU
EMMAOR_WOLFC2-09_2015-05-27,WHWO,U,A,50_150,P,2,41,"Audio during survey, brief visual after survey, later determined as F by nest searcher",DU
EMMAOR_WOLFC2-09_2015-06-23,WHWO,U,A,50_150,C,4,53,WHWO call from NWOLFC2-09A,DU
EMMAOR_WOLFC2-10_2014-06-23,WHWO,U,A,50_150,D,3,20,WHWO CA and DR NE,DU
EMMAOR_WOLFC2-10_2016-06-01,WHWO,U,A,50_150,C,4,22,"WHWO rattled once during playback, couldn't get bearing.",DU
EMMAOR_WOLFC3-01_2015-05-26,WHWO,F,V,0_50,F FL,3,40,Pair flew in from N,DU
EMMAOR_WOLFC3-01_2015-05-26,WHWO,M,V,0_50,F FL,3,36,Male chased away by HAWO from foraging tree,DU
EMMAOR_WOLFC3-02_2014-05-27,WHWO,U,A,50_150,C,2,0,WHWO CA SW of pt tree across rd; after survey M in area where CA originated,DU
EMMAOR_WOLFC3-02_2016-05-17,WHWO,F,A,0_50,C,1,30,Heard short call.  Flew within 50m.  Female very talkative.,DU
EMMAOR_WOLFC3-02_2016-05-17,WHWO,F,A,50_150,C,2,45,Heard short call.  Flew within 50m.  Female very talkative.,DU
EMMAOR_WOLFC3-05_2015-05-26,WHWO,F,V,0_50,F,0,33,Female WHWO foraging - flew S calling rattle,DU
EMMAOR_WOLFC3-10_2016-05-17,WHWO,U,A,50_150,C,0,58,Heard distant CA >50m.  Heard rattling as well.,DU
EMMAOR_WOLFTA1-06_2014-05-20,WHWO,F,V,0_50,P,2,7,"Looked in nearby PSME, obs both birds at same time, flew to NW from pt",DU
EMMAOR_WOLFTA1-06_2014-05-20,WHWO,U,V,0_50,P,2,7,"Looked in nearby PSME, obs both birds at same time, flew to NW from pt",DU
EMMAOR_WOLFTA1-08_2016-06-17,WHWO,U,A,ovr_150,C,3,50,"Flew to S of pt 8, Heard WHWO rattle on way to pt 8 after pass R 788 down slope of the hill",DU
EMMAOR_WOLFTA1-08_2016-06-17,WHWO,U,A,50_150,FL,1,10,"Flew to S of pt 8, Heard WHWO rattle on way to pt 8 after pass R 788 down slope of the hill",DU
EMMAOR_WOLFTA1-10_2014-05-20,WHWO,M,V,0_50,P,2,25,M flew in silent; heard wing flaps; obs PE in ABGR; possibly flew in from S of pt,DU
EMMAOR_WOLFTA3-08_2014-05-08,WHWO,M,A,0_50,C,2,23,Pair COP near pt,DU
EMMAOR_WOLFTA3-08_2014-05-08,WHWO,F,A,0_50,C,2,23,CA at same time as other individual,DU
EMMAOR_WOLFTA3-08_2016-05-17,WHWO,U,V,0_50,FL,2,48,"Flew to tree 44m away, then 59m",DU
EMMAOR_WOLFTA3-10_2014-06-06,WHWO,M,V,0_50,P,1,51,"M silently flew in undetected, saw on PIPO 20m uphill to NNE",DU
EMMAOR_WOLFTB1-01_2014-06-02,WHWO,U,A,ovr_150,C,1,13,,DU
EMMAOR_WOLFTB1-03_2016-05-13,WHWO,U,A,50_150,C,3,5,"Fast drumming, rattling, indiv CA Pik",DU
EMMAOR_WOLFTB1-03_2016-05-13,WHWO,U,A,ovr_150,C,4,15,"Fast drumming, rattling, indiv CA Pik",DU
EMMAOR_WOLFTB1-05_2015-06-11,WHWO,M,V,0_50,P,2,1,Male WHWO flew in from NNW,DU
EMMAOR_WOLFTB1-06_2015-05-19,WHWO,M,V,50_150,FL,3,37,,DU
EMMAOR_WOLFTB1-06_2015-05-19,WHWO,M,V,0_50,FL,3,13,,DU
EMMAOR_WOLFTB1-06_2015-06-11,WHWO,M,V,0_50,F,2,12,WHWO drumming/calling in area prior to survey,DU
EMMAOR_WOLFTB1-06_2016-05-13,WHWO,U,V,0_50,FL,4,5,"Heard calling before survey, saw flying during survey, landed on point tree",DU
EMPAID_CU10_2014-06-04,WHWO,M,V,0_50,FL P,5,24,M flew in from E to PC tree,DU
EMPAID_D02_2014-07-02,WHWO,F,A,0_50,D,1,26,F WHWO started DR on tree ~30m from PC tree; F then flew towards PC 1 for 60m and stayed CA in this area as I walked to PC 1,DU
EMPAID_D09_2013-05-10,WHWO,M,V,0_50,D,4,52,"WHWO 1st seen to S/SW, flew right to Pt count tree after ~20sec, DR, stayed in area & DR off and on, then CA",DU
EMPAID_DL04_2013-06-04,WHWO,U,A,50_150,C,4,0,WHWO CA ~70m S,DU
EMPAID_DL05_2013-05-15,WHWO,M,A,50_150,D,2,30,"M WHWO DR ~60m on PSME snag, sex confirmed after survey; HAWO/Sapsucker heard too",DU
EMPAID_DL05_2013-06-04,WHWO,F,A,0_50,D,3,41,"WHWO DR 1st @70m N, 2nd @ 40m NW, 3rd @ 50m SE",DU
EMPAID_DL05_2013-06-04,WHWO,F,A,50_150,D,999,999,"WHWO DR 1st @70m N, 2nd @ 40m NW, 3rd @ 50m SE; missing time remaining for first detection, but > 3:41",DU
EMPAID_DL09_2013-06-04,WHWO,U,V,50_150,FL,0,33,glimpsed flying WHWO @ 110m W,DU
EMPAID_LC04_2013-05-17,WHWO,U,A,0_50,C,6,8,"steady rain, not heavy",DU
EMPAID_LC04_2014-06-25,WHWO,U,A,50_150,C,6,7,Heard WHWO rattle to N >100m away; about 1 min later heard CA to E > 50m away,DU
EMPAID_LC05_2014-05-21,WHWO,U,A,ovr_150,C,6,5,Heard WHWO CA before beginning of survey and after survey; At 0718 a F w/red band on rt leg flew w/in 30m of pt; Frances Greene tracking bird.,DU
EMPAID_LC06_2013-05-17,WHWO,U,A,0_50,C,2,43,"WHWO ACA ~40m SE, flew to another tree, no visual",DU
EMPAID_LC06_2013-06-06,WHWO,F,A,0_50,C,4,41,"WHWO DR 70m NW, CA and flew over @ 15m, landed to NE ~20m",DU
EMPAID_LC06_2013-06-06,WHWO,F,A,50_150,C,5,56,"WHWO DR 70m NW, CA and flew over @ 15m, landed to NE ~20m",DU
EMPAID_LC06_2013-06-25,WHWO,U,V,0_50,FL,3,34,WHWO flew nearly overhead and stopped in PIPO to CA and FOR; 1 min later 2nd AD lands at CE of CT,DU
EMPAID_LC06_2014-05-21,WHWO,U,A,50_150,C,4,40,"Heard WHWO CA at 4:40 in survey, see Ms. Greene following it; After survey flew away from 130m W of LC pt 6, going N, still hear it in distance",DU
EMPAID_M06_2013-06-04,WHWO,U,A,50_150,C,3,30,"WHWO CA ~60m ENE, then ~40m NNE after PCT",DU
EMPAID_M06_2014-05-28,WHWO,M,A,0_50,C F,2,45,pt 6 was skipped on 20 May due to logging activity a pt. Pt completed on 28 May w/no interference,DU
EMPAID_N09_2014-05-20,WHWO,U,A,ovr_150,C,1,2,,DU
EMPAID_R08_2014-06-23,WHWO,M,A,0_50,C FL,5,30,M WHWO probably bird from nest nearby; FOR for awhile close by and then flew away; bands - orange over orange on right leg.,DU
EMPAID_R09_2012-06-12,WHWO,U,A,ovr_150,C,0,22,,DU
EMPAID_R10_2013-05-13,WHWO,F,A,0_50,C,4,50,Detected bird was female WHWO eventually to ~20m E foraging in red-topped PIPO,DU
EMPAID_R10_2013-05-13,WHWO,F,A,50_150,C,5,16,"Unk WHWO audible @ 50_150 before start of Pt Count, detected bird was female WHWO eventually to ~20m E foraging in red-topped PIPO",DU
EMPAID_S02_2014-06-26,WHWO,U,A,ovr_150,C,4,20,Cautious WHWO CA from uphill near ridge; started at 4:20 remaining and lasted rest of pt cnt; bird is N of pt 2,DU
EMPAID_S07_2013-06-14,WHWO,M,V,0_50,D,4,45,"M WHWO flew in ~10m WNW, DR briefly and flew around me PE in PSME ENE ~10m; WHWO DR After PCT NNW ~15m",DU
EMPAID_S08_2013-05-09,WHWO,U,A,ovr_150,C,2,30,"@4:45 remaining, obs possible WHWO fly by to S ~80m (poor lighting and only obs ~1sec), @2:40 remaining obs WHWO foraging in that area, possible PR",DU
EMPAID_S08_2013-05-09,WHWO,U,A,50_150,C,2,15,"@4:45 remaining, obs possible WHWO fly by to S ~80m (poor lighting and only obs ~1sec), @2:40 remaining obs WHWO foraging in that area, possible PR",DU
EMPAID_SF03_2013-05-14,WHWO,U,A,0_50,D,1,48,WHWO circled around station w/in 50m continued DR,DU
EMPAID_SF03_2013-05-14,WHWO,U,A,50_150,D,5,13,"WHWO CA S, DR from snag 65m SE",DU
EMPAID_SF08_2014-05-30,WHWO,M,V,0_50,FL,4,33,,DU
EMPAID_SF08_2014-07-03,WHWO,M,A,0_50,C,5,19,"M WH/AL, F had radio tag; thinning crew working in distance; COHA sighting",DU
EMPAID_SF08_2014-07-03,WHWO,F,V,0_50,P,5,25,"M WH/AL, F had radio tag; thinning crew working in distance; COHA sighting",DU
EMPAID_T07_2012-06-14,WHWO,M,V,0_50,D P,3,13,,DU
EMPAID_T07_2014-05-13,WHWO,U,A,ovr_150,C D,4,7,"WHWO CA, rattle, DR in distance to SW, may have been HAWO? No response in area during nest search",DU
EMPAID_T08_2012-06-14,WHWO,U,A,50_150,C,2,57,,DU
EMPAID_T08_2012-06-29,WHWO,M,V,0_50,F,1,27,,DU
EMPAID_T09_2013-06-24,WHWO,U,V,0_50,FL,2,12,"WHWO flew from S to N, never stopped flying while I obs WHWO, no vocalizations",DU
EMPAID_T10_2013-06-05,WHWO,F,V,0_50,P,5,50,"WHWO F flew in about 45m to NW, then closer to 15m, briefly DR",DU
EMPAID_U01_2012-05-29,WHWO,M,A,0_50,P,4,26,,DU
EMPAID_U01_2013-06-17,WHWO,U,V,0_50,D,5,2,"WHWO seen flying from NNE ~15m, DR regularly ~60m away to WSW; heard WHWO rattle 45m to N before PCT",DU
EMFWOR_CAMC8-06_2015-06-30,WHWO,F,V,0_50,D FL,3,31,"Heard DR SE ~50m from pt at begin of survey, WHWO pair flew into pt w/3:31 min remaining, Obs F first on pt tree - and she began to CA and DR, then obs M 2 seconds later on PIPO snag ~20m S of pt, M began to FOR in snag, both left to N of pt.",DU
EMFWOR_CAMC8-07_2015-06-30,WHWO,F,V,0_50,D FL,1,47,"Heard NOFL CA ~100m SE of pt. w/3:03 remaining; obs F WHWO fly in to pipo snag ~30m NE of pt w/1:47 remaining, and began to DR.",DU
EMFWOR_CAMC3-05_2016-05-25,WHWO,F,V,0_50,F FL,6,8,"WHWO flew in when CA, landed on tree to E, unconfirmed male DR nearby.  Also briefly heard NOFL @ 0829.  Unidentified sapsucker @ 0831. WHWO F present entire time.",DU
EMFWOR_LILT1-10_2016-05-27,WHWO,M,A,0_50,C FL,7,34,"WHWO pair flew in immediately to tree NE of pt 1 ~25m.  CA and then flew off to tall snag to SW ~50m, nest searcher followed",DU
EMFWOR_LILT1-10_2016-05-27,WHWO,F,A,0_50,C FL,7,34,"WHWO pair flew in immediately to tree NE of pt 1 ~25m.  CA and then flew off to tall snag to SW ~50m, nest searcher followed",DU
EMFWOR_LILT1-09_2016-05-27,WHWO,M,A,50_150,C FL,4,18,Heard a slowing DR pattern >150m S.  Male WHWO from earlier detected pair flew in to tree ~100m SE and CA @418 and then flew into tree NW of pt 9 ~2m and DR.  Female WHWO flew into tree ~100m SE and continually called.,DU
