Visit_ID,Species,Sex,Detection,Distance_class,Behavior,Time_left_min,Time_left_sec,Comments,Period
EMMAOR_WOLFTB1-10_2017-06-15,WHWO,F,V,0_50,F,1,50,Female WHWO foraging and calling. Flew in from W of pt.,DU
EMMAOR_WOLFTB4-08_2017-05-18,WHWO,U,A,50_150,C,3,11,Heard WHWO C twice over 50m @ 223° from point,DU
EMFWOR_SWRC2-10_2017-05-24,WHWO,F,A,50_150,C,8,29,Adult female CA (not rattle) soon after survey start. Flies in quiet.,DU
EMFWOR_SWRC2-10_2017-05-24,WHWO,F,A,0_50,FL,7,1,Adult female CA (not rattle) soon after survey start. Flies in quiet.,DU
EMFWOR_CAMC8-09_2017-05-25,WHWO,M,V,0_50,FL P,8,1,"DR heard to SE before survey began 50-100m from pt. M WHWO flew in <50m and perched on scraggy aspen snag., then proceeded to fly towards us into aspen pt count tree grove. Cont. to heard DR on way to pt 8.",DU
EMFWOR_CAMC8-07_2017-05-25,WHWO,F,V,0_50,FL P,1,54,"Middle of expansive meadow, lots of snags. Female WHWO flew in , perched on aspen snag decay class 1, small knock/pecking. Then male popped out of nest! and flew to another nearby snag. M coded as after since survey ended when F flew in within 50m",DU
EMFWOR_CAMC8-01_2017-05-25,WHWO,U,A,50_150,C,8,29,"WHWO call and response to Foxpro, distance 50-100m SE of pt 1",DU
EMFWOR_CAMC1-09_2017-05-26,WHWO,M,V,0_50,D F,8,18,"WHWO male flew in, drummed, moved around",DU
EMFWOR_CAMC1-02_2017-05-26,WHWO,U,A,50_150,C,2,0,"Hairy at 6:12 flew in, Unk WHWO ad rattle-CA w/ 2 min remain, 50-150m",DU
EMFWOR_MUDT1-03_2017-05-26,WHWO,M,V,0_50,FL,2,21,"Signs of old burn, lots of dense young PIPO. Very deep snow uniformly all over. WHWO flew into young pines, foraged.",DU
EMFWOR_MUDT1-04_2017-05-26,WHWO,U,A,50_150,C,7,59,"Goshawk nest E of pt 30m, thick snow, could not get visual of WHWO N of PC Stn. RKranz is searching.",DU
EMFWOR_CAMC4-03_2017-05-30,WHWO,U,A,0_50,C,5,40,"Marshy habitat, aspen few conifers and dispersed large PIPO. Loud creek. Det @ 5:40 call WHWO. Male Hairy 0-50 @ 5:00. Could not visually confirm WHWO.",DU
EMFWOR_CAMC5-01_2017-05-31,WHWO,U,A,0_50,C,7,11,"Heard WHWO rattle call at 7:11 remaining, gender unknown WHWO call before survey",DU
EMFWOR_MUDT2-06_2017-05-31,WHWO,U,A,0_50,C,1,10,"Lots of CWD, some snags with old cavities. Loud creek nearby w/ POTR and alder. No visual on WHWO, moved around in creek area before departing.",DU
EMFWOR_PINT1-01_2017-06-02,WHWO,U,A,50_150,C,0,31,"Young/mixed stand, PIPO and white fir. Heard WHWO calls in large leaning PIPO E of PC Stn",DU
EMFWOR_PINT1-05_2017-06-02,WHWO,M,V,0_50,P,7,41,Near aspen grove. Lots of snags  and deadfall. Male WHWO flew in quick from aspens. Loud stream nearby,DU
EMFWOR_HONT1-05_2017-06-05,WHWO,U,A,0_50,C,6,44,"WHWO calling, flew in  <50m from  PC Stn (through sun, unable to ID sex) began calling more after flying >50m from PC Stn but unable to locate and behind on time. Mixed aspen grove and pines, fairly open.",DU
EMFWOR_LILT3-10_2017-06-07,WHWO,F,V,0_50,FL,7,43,PC Stns for 10 and 9 are now harvested trees- look for tag on stump. Large harvest. Female WHWO flew over PC Stn and landed on PIPO w/ dead top SE of PC Stn. SMM is doing nest search and will follow- SMM later found male w/ pt count female. Unconfirmed DR,DU
EMFWOR_LILT3-07_2017-06-07,WHWO,M,A,0_50,D FL P,7,44,"Tree tag found on ground, Re-designated standing PIPO ~5m from coordinates. Male WHWO drumming on PIPO 48m SE of PC Stn ~ 1/3 the way up, end survey. WHWO then flew w/in 20m to another PIPO.",DU
EMFWOR_LILT3-04_2017-06-07,WHWO,M,V,50_150,P,8,37,"Large harvest, male WHWO seen >150m before survey. Reappeared 8:37 ~ 87m, then flew in and  was excavating 7:39 37m from PC Stn. SMM is following up to find nest. No tree tag. Wind gusts of 3.",DU
EMFWOR_LILT3-04_2017-06-07,WHWO,M,V,0_50,E FL,7,39,"Large harvest, male WHWO seen >150m before survey. Reappeared 8:37 ~ 87m, then flew in and  was excavating 7:39 37m from PC Stn. SMM is following up to find nest. No tree tag. Wind gusts of 3.",DU
EMFWOR_CAMC5-01_2017-06-21,WHWO,F,V,0_50,C D,6,35,"Female and Male WHWOs observed calling en route from point 2 prior to point count. In PIPO 50m west of known nest, 32m at 340° from pt tree. Wet meadow with POTR and tall PIPO snags present. HAWO present. Female WHWO reappeared to drum and call on tall PI",DU
EMFWOR_CAMC8-05_2017-06-21,WHWO,M,V,0_50,F,8,47,Pair of WHWO seen foraging and flying right at pt tree.,DU
EMFWOR_CAMC8-05_2017-06-21,WHWO,F,V,0_50,F,8,47,Pair of WHWO seen foraging and flying right at pt tree.,DU
EMFWOR_CAMC8-07_2017-06-21,WHWO,F,V,0_50,FL,8,32,"Female WHWO seen 81m away from pt ct tree prior to survey, Flew to nearest tree at beginning of survey",DU
EMFWOR_CAMC3-10_2017-06-21,WHWO,F,V,0_50,FL,7,0,Juncos present. WHWO heard before survey. Flew in at me on third call. REK on way,DU
EMFWOR_CAMC1-10_2017-06-23,WHWO,U,A,0_50,C D F,5,46,"Known nest w/in 200m, drumming before survey in nest direction, HAWO 8:06, flickers, 5:46 WHWO calling ~ N 48m from PC Stn, flew to ABCO and got visual, unable to  ID sex before departing a couple secs later",DU
EMFWOR_CAMC1-09_2017-06-23,WHWO,U,V,ovr_150,FL,0,45,"Burned area, high vis. Foraging HAWO <50m S of PC Stn entire survey. Bluebirds, HAWOs on way in. WHWO 150->150m diving towards known nest area from snag to snag. West of pt 9",DU
EMFWOR_CAMC1-01_2017-06-23,WHWO,U,A,0_50,C,7,36,"Heard WHWO calling < 100m at pt 1 on way in. Cows. Able to call in to pt 1, was calling before flying (in dense ABCO, unable to ID sex). NW of pt 1 will try to find and hopefully follow to nest. (Known 2015 nest here)",DU
EMFWOR_CAMC9-08_2017-06-27,WHWO,U,A,50_150,C,6,6,Very distant WHWO call,DU
EMFWOR_SWRC3-10_2017-07-06,WHWO,M,V,0_50,FL,6,7,"Male WHWO flew in, other WHWO chattered behind point heading south",DU
EMFWOR_SWRC3-09_2017-07-06,WHWO,M,V,0_50,FL,6,33,Male WHWO flew in.,DU
EMPAID_B02_2017-05-15,WHWO,M,A,50_150,C,6,28,"Heard WHWO OA from NW, CA on playback then flew into nearby trees. DOWO also FOR",DU
EMPAID_B02_2017-05-15,WHWO,M,A,0_50,C,6,22,"Heard WHWO OA from NW, CA on playback then flew into nearby trees. DOWO also FOR",DU
EMPAID_R10_2017-05-15,WHWO,F,A,50_150,C FL,1,36,GHOW before PC about 100m away.  Heard light WHWO CA from NE then it moved closer and CA. Chased her for about 150m before losing. Also saw male.,DU
EMPAID_R10_2017-05-15,WHWO,F,A,0_50,C FL,0,30,GHOW before PC about 100m away.  Heard light WHWO CA from NE then it moved closer and CA. Chased her for about 150m before losing. Also saw male.,DU
EMPAID_1WS08_2017-05-18,WHWO,M,V,0_50,F FL,5,20,M WHWO flew to 25m from NE silently. Began FOR shortly after. Obs until 744 when departed in direction it came.,DU
EMPAID_SF07_2017-05-19,WHWO,M,V,0_50,FL P,5,6,"Heard WHWO OA. Male flew in after second playback.  Did not CA, just watched and flew.",DU
EMPAID_SF05_2017-05-19,WHWO,U,A,50_150,C,5,36,Heard WHWO from W towards old CWA nest. CA once then was quiet for rest of PC.,DU
EMPAID_D04_2017-05-19,WHWO,F,V,0_50,C FL,0,32,"Obs a RTHA CA and fly from tree to tree to NE ~100m from point before/after PC, heard some sort of owl >150m.  WHWO flew up and CA to W at end of PC then flew off to N.",DU
EMPAID_D10_2017-05-19,WHWO,U,A,0_50,D,1,50,"Definitely heard WHWO to W within 50m on way to point 10, played callback and waited. Then heard just DR from tree to the N within 50m. I checke dit out and indeed it was a WHWO, could not tell what the sex was",DU
EMPAID_2WS05_2017-05-23,WHWO,M,A,0_50,D,5,20,M heard DR ~40m to E. Did not see arrival.  Departed to E @ top of ridge,DU
EMPAID_M06_2017-05-24,WHWO,M,V,0_50,FL,4,5,"M flew into tree next to PC, tapped, then flew to snag and began DR, HAWO also in vicinity",DU
EMPAID_A10_2017-05-30,WHWO,F,V,0_50,FL,0,20,"DR to SW approx 70m @ 427. Unable to ID. 0:20 F obs FL from tree <25m from pt.  Did not detect her arrival. Upon F departure, another WHWO rattled to the W. F departed N. Suspect nest in area",DU
EMPAID_A03_2017-05-30,WHWO,M,V,0_50,F FL,5,17,5:17 M flew to 10m silent from NNW and began to forage. M was confirmed unbanded,DU
EMPAID_CU09_2017-06-02,WHWO,F,A,0_50,C,4,20,"4:20 Heard F WHWO rattle; 3:30 visual ID, sex confirmed, cont'd to CA FOR for duration of survey, nest search attempt was unsuccessful",DU
EMPAID_B02_2017-06-05,WHWO,U,A,50_150,C,0,3,0:03 WHWO CA heard to NW btw 75-100m. Unable to determine sex. Flew from NW to E after survey,DU
EMPAID_R10_2017-06-06,WHWO,M,V,0_50,D FL,5,4,"Flew in silently, started DR",DU
EMPAID_DL05_2017-06-06,WHWO,F,V,0_50,F FL,1,14,"4:58 M HAWO flew to snag E of pt and DR FOR. HAWO remained in area for duration of survey. 1:14 remaining WHWO obs FOR. F WHWO appeared to have 2 silver bands on Right leg, departed to N in the draw after survey",DU
EMPAID_K01_2017-06-06,WHWO,F,A,50_150,C,5,45,"Heard CA from W first, then visual, flew into close tree and CA.  Fought w/ HAWO. 0530 remaining heard DR from S, then flew in and CA once.",DU
EMPAID_K01_2017-06-06,WHWO,F,A,0_50,FL,5,35,"Heard CA from W first, then visual, flew into close tree and CA.  Fought w/ HAWO. 0530 remaining heard DR from S, then flew in and CA once.",DU
EMPAID_K01_2017-06-06,WHWO,U,A,0_50,C D FL,5,30,"Heard CA from W first, then visual, flew into close tree and CA.  Fought w/ HAWO. 0530 remaining heard DR from S, then flew in and CA once.",DU
EMPAID_1WS09_2017-06-07,WHWO,M,V,0_50,FL P,4,0,"M flew in silently to PC tree, no DR or CA. Came from NE",DU
EMPAID_SF10_2017-06-07,WHWO,U,V,0_50,F FL,4,36,Danced around trees and FOR. Flew W from point,DU
EMPAID_SF06_2017-06-07,WHWO,F,V,0_50,F FL,2,30,"Danced around trees, was still there when I left",DU
EMPAID_D10_2017-06-07,WHWO,F,V,0_50,C F FL,5,11,Flew in silently to N at 20m and began to FOR; departed to E w/ 1:43 remaining,DU
EMPAID_D09_2017-06-07,WHWO,U,A,50_150,C,2,8,HAWO CA throughout survey. Aggitated WHWO rattle heard 75m to W. No visual made.,DU
EMPAID_U05_2017-06-08,WHWO,U,A,50_150,D,6,0,"Heard DR first then it came in closer and CA, but no visual, flew in from N",DU
EMPAID_U05_2017-06-08,WHWO,U,A,0_50,C,0,30,"Heard DR first then it came in closer and CA, but no visual, flew in from N",DU
EMPAID_2WS05_2017-06-09,WHWO,F,V,0_50,C FL,5,12,"Heard WHWO before PC to E, WHWO F flew in 10m N of PC tree, CA once, then flew back E to nest.",DU
EMPAID_E02_2017-06-13,WHWO,F,V,50_150,FL,4,0,"Flew in SE from point, started DR 70m away, came closer FOR ~ 50m",DU
EMPAID_E02_2017-06-13,WHWO,F,V,0_50,FL,3,30,"Flew in SE from point, started DR 70m away, came closer FOR ~ 50m",DU
EMPAID_A03_2017-06-13,WHWO,U,A,ovr_150,C,1,15,Unk WHWO obs before PC. Flew N of PC. Heard WHWO CA N 175m towards pt 2. Saw other WHWO fly from close snag after PC. Squirrel near same snag,DU
EMPAID_A04_2017-06-13,WHWO,M,V,0_50,FL P,3,55,"M WHWO quietly flew to small PIPO E of PC, did not call, just flew further SW",DU
EMPAID_A06_2017-06-13,WHWO,U,V,0_50,C FL,2,50,"WHWO flew low from N to S east of pt 20m. Landed in non-visible zone, then CA several times.",DU
EMPAID_A07_2017-06-13,WHWO,M,V,0_50,D FL,5,15,"M WHWO flew in from W to snag 30m N of PC and started DR, moving tree to tree and DR obs DR mostly on short dead branches",DU
EMPAID_A10_2017-06-13,WHWO,M,V,0_50,FL,2,55,"2 HAWO CA from N, M WHWO flew from NE to snag 30m W of PC, silent whole time",DU
EMPAID_T04_2017-06-15,WHWO,U,A,50_150,C,1,19,Possible WHWO CA 100m S prior to survey; WHWO CA heard 100-150m E with 19 seconds remaining,DU
EMPAID_T07_2017-06-15,WHWO,U,A,50_150,C,0,19,4:58 fast/cont DR 150m S of point; 0:19 WHWO rattle to W 50-75m,DU
EMPAID_CU09_2017-06-15,WHWO,U,V,0_50,FL,3,30,"Came from W of point, flew back west",DU
EMPAID_CU08_2017-06-15,WHWO,M,V,0_50,D FL P,3,0,"flew in E of point, DR and then perched less than 50m",DU
EMPAID_B02_2017-06-19,WHWO,U,A,50_150,C,4,30,Heard CA to E high in the trees probably 100m away,DU
EMPAID_R06_2017-06-20,WHWO,M,A,0_50,C FL O,2,8,WHWO CA heard to S approx 50-75m prior to survey. 2:08 M WHWO CA FL into tree <50m and began preening. M departed to S.,DU
EMPAID_R10_2017-06-20,WHWO,U,A,50_150,C,3,15,"3:15 WHWO rattle heard to SE approx 50-75m, no visual. Suspect adult from NLIC03A nest?",DU
EMPAID_N03_2017-06-20,WHWO,U,V,0_50,FL,4,0,"Flew in from S of point, didn't see where it flew to after",DU
EMPAID_1WS05_2017-06-20,WHWO,M,A,0_50,D,2,9,"Heard tapping in tree ~20m to the N, looked carefully to find male WHWO. He flew W and DR for a while after that.",DU
EMPAID_D09_2017-06-22,WHWO,M,V,0_50,FL,3,15,"Flew in from NW of point, flew from tree to tree",DU
EMPAID_D10_2017-06-22,WHWO,U,A,ovr_150,C,5,0,Heard CA NE of point,DU
EMPAID_LC06_2017-06-23,WHWO,U,A,50_150,C,6,10,6:10 WHWO rattle heard NE @75-100m once.  Did not repeat. No visual.,DU
EMPAID_E03_2017-06-28,WHWO,U,A,50_150,C,0,26,0:26 WHWO CA heard ~150m N of point. 0:15 WHWO flew from E to N and CA while departing to N; unable to sex.,DU
EMPAID_E03_2017-06-28,WHWO,U,V,0_50,C FL,0,15,0:26 WHWO CA heard ~150m N of point. 0:15 WHWO flew from E to N and CA while departing to N; unable to sex.,DU
EMPAID_A03_2017-06-28,WHWO,M,V,0_50,F FL,6,0,"M and F both flew in NW of point, both FOR on same tree, flew/hopped from tree to tree",DU
EMPAID_A03_2017-06-28,WHWO,F,V,0_50,F FL,6,0,"M and F both flew in NW of point, both FOR on same tree, flew/hopped from tree to tree",DU
EMPAID_A02_2017-06-28,WHWO,M,V,0_50,C FL,2,40,"HAWO flew in ~15m away. Male WHWO came in ~20m away, CA",DU
EMPAID_T10_2017-06-28,WHWO,M,A,0_50,C,5,3,Saw/hear WHWO pair to the NW ~50m away CA and fighting with HAWO on a snag. Also heard NOFL pair CA DR to SW.,DU
EMPAID_T10_2017-06-28,WHWO,F,A,0_50,C,5,3,Saw/hear WHWO pair to the NW ~50m away CA and fighting with HAWO on a snag. Also heard NOFL pair CA DR to SW.,DU
EMPAID_T09_2017-06-28,WHWO,U,A,ovr_150,C,1,57,"Heard UNK DR to S, then W. Heard NOFL to S and HAWO to N ~100m away. Heard WHWO CA at end of PC to N ~150m away.",DU
EMPAID_T08_2017-06-28,WHWO,F,V,0_50,FL,3,38,F WHWO flew in from the W and CA DR from a nearby tree for a minute then flew away back to the W,DU
EMPAID_T04_2017-06-28,WHWO,M,V,0_50,FL,5,15,M WHWO flew into PC tree silently then about 10m away to another tree to check things out. Lots of corvids being very noisy.,DU
EMFWOR_CAMC4-10_2018-05-10,WHWO,U,A,0_50,FL,1,4,"Unk sex WHWO flew through pt, got good visual, made brief CA-squeak as FO, Unconfirmed DR to N, 2 NOFLs, RBSA",DU
EMFWOR_SWRC2-10_2018-05-15,WHWO,M,V,0_50,C,7,0,"Hairy immediate drum, flew ~20m; M & F WHWO perched in tree above point. Lost them while writing",DU
EMFWOR_SWRC2-10_2018-05-15,WHWO,F,V,0_50,C,7,0,"Hairy immediate drum, flew ~20m; M & F WHWO perched in tree above point. Lost them while writing",DU
EMFWOR_SWRC2-04_2018-05-15,WHWO,M,A,0_50,C D,7,45,"WHWO came in from W, started drumming on tree ~30m N. Counter drumming W>150",DU
EMFWOR_SWRC2-03_2018-05-15,WHWO,M,A,50_150,D,7,50,"Drum from N, flew to snag ~ some after survey counter drumming",DU
EMFWOR_SWRC2-03_2018-05-15,WHWO,M,A,50_150,D,7,0,"WHWO from point 4, came into PONDO on SW side",DU
EMFWOR_SWRC2-02_2018-05-15,WHWO,M,A,0_50,D,5,40,WHWO drum as entered point- N came into snag ~48m and drummed. Might be same as 4,DU
EMFWOR_SWRC2-01_2018-05-15,WHWO,M,A,50_150,C,3,45,"NOFL-E, HAWO? WHWO rattle to E~70m very suspicious",DU
EMFWOR_MUDT1-03_2018-05-16,WHWO,M,A,0_50,D,3,31,"WHWO M flew into tree 33m to S; heard drum but visually ID after PC. Female WHWO flew in after PC, call/feeding then flew to WSW. Did not see male fly away.",DU
EMFWOR_CAMC3-09_2018-05-21,WHWO,M,V,0_50,D,5,40,WHWO flew in silently to Juniper. Later F showed up after PC drum while I packed. M drummed quietly on tallest snag to W ~20m. Did not call. Sweet talk w/ F.,DU
EMFWOR_LILT2-06_2018-05-22,WHWO,F,V,0_50,F,8,8,WHWO flew into tree ~41m to N of pt6. Flew to the S 300m. I followed on nest search.,DU
EMFWOR_SWRC4-06_2018-05-29,WHWO,M,V,0_50,FL,8,0,"WHWO PR flew in almost immediately directly above me then flew 270 degrees, maybe drummed",DU
EMFWOR_SWRC4-06_2018-05-29,WHWO,F,V,0_50,FL,8,0,"WHWO PR flew in almost immediately directly above me then flew 270 degrees, maybe drummed",DU
EMFWOR_SWRC4-09_2018-05-29,WHWO,M,A,ovr_150,C,5,40,whwo in low aspen >200m E of point. Called then rattled. Found bird later foraging after he drummed,DU
EMFWOR_CAMC8-09_2018-05-29,WHWO,M,V,0_50,P,7,9,WHWO male flew in from N near end of playback,DU
EMFWOR_CAMC8-10_2018-05-29,WHWO,M,V,0_50,FL,6,46,WHWO male flew in likely same from pt9. flew off N,DU
EMFWOR_CAMC2-10_2018-05-30,WHWO,U,A,50_150,C,2,54,drumming heard NW 50-150m before survey; 8.26 heard same dr. 2.54 rem heard call of WHWO NW 2.16 heard another WHWO call 50-150m away NE. 2 diff indiv? Or same or a pair?,DU
EMFWOR_CAMC2-10_2018-05-30,WHWO,U,A,50_150,C,2,16,drumming heard NW 50-150m before survey; 8.26 heard same dr. 2.54 rem heard call of WHWO NW 2.16 heard another WHWO call 50-150m away NE. 2 diff indiv? Or same or a pair?,DU
EMFWOR_PINT1-10_2018-05-31,WHWO,M,V,0_50,C,2,19,"WHWO -both respond and flew in to snag right at point. Rattled to each other, foraged together",DU
EMFWOR_PINT1-10_2018-05-31,WHWO,M,A,50_150,C,8,23,"WHWO -both respond and flew in to snag right at point. Rattled to each other, foraged together",DU
EMFWOR_PINT1-10_2018-05-31,WHWO,F,A,ovr_150,C,8,0,"WHWO -both respond and flew in to snag right at point. Rattled to each other, foraged together",DU
EMFWOR_PINT1-03_2018-05-31,WHWO,F,A,0_50,C,8,45,"WHWO calling upon entry. Immediately flew into call. M+F interactions. Sweet talk w/f. They flew off, I lost male",DU
EMFWOR_PINT1-03_2018-05-31,WHWO,M,A,50_150,C,8,45,"WHWO calling upon entry. Immediately flew into call. M+F interactions. Sweet talk w/f. They flew off, I lost male",DU
EMFWOR_PINT1-02_2018-05-31,WHWO,U,A,ovr_150,C,1,15,WHWO rattlecall >200m SSE. Might be F that I chased earlier,DU
EMFWOR_CAMC1-10_2018-06-01,WHWO,M,V,0_50,D,4,31,"8.26 heard foraging, 8.30 heard dr fast/cont w/50m, 6.30 NOFL call 50-150m, 4.31 w/50m saw WHWO NW of pt, same direction as drumming.",DU
EMFWOR_SWRC3-02_2018-06-01,WHWO,U,V,50_150,P,8,2,"WHWO flew in ~70m W, looked around ~30 sec later heard drumming ~120m SW",DU
EMFWOR_SWRC3-09_2018-06-01,WHWO,F,V,0_50,D,6,30,"WHWO f flew in from E for ~50 sec, drummed + flew back E",DU
EMFWOR_SWRC2-02_2018-06-07,WHWO,M,V,ovr_150,D,2,49,"HAWO calling + foraging ~40m. Drumming ~150m N, WHWO M seen in general area",DU
EMFWOR_SWRC2-03_2018-06-07,WHWO,M,V,0_50,D F,8,13,WHWO M flew in foraged then drumming,DU
EMFWOR_SWRC2-04_2018-06-07,WHWO,M,V,0_50,D,7,44,"WHWO most likely M from point 3, flew in from W. Another WHWO(s?) chased off original after survey",DU
EMFWOR_SWRC2-05_2018-06-07,WHWO,U,A,ovr_150,D,8,13,WHWO drumming ~150m SE + S. Potentially the two from pt4 disputing borders,DU
EMFWOR_SWRC2-09_2018-06-07,WHWO,F,V,0_50,P,8,21,"WHWO F at treetop 25m NW, flew off in that direction",DU
EMFWOR_LILT3-09_2018-06-15,WHWO,U,V,0_50,F,0,23,"NOFL flew away, was right by pt tree/stump. 5.30 + 2.10 heard foraging w/in 50m-no visual. 0.23 saw WHWO on downed tree w/50m W of pt. could be parent of nest close by?",DU
EMFWOR_CAMC8-07_2018-06-20,WHWO,F,A,0_50,C,3,15,WHWO calls upon arrival ~100-150m from W. WHWO f calls on snag 47m to SW of pt. WHWO from W still calling,DU
EMFWOR_CAMC8-07_2018-06-20,WHWO,U,A,50_150,C,8,59,WHWO calls upon arrival ~100-150m from W. WHWO f calls on snag 47m to SW of pt. WHWO from W still calling.,DU
EMFWOR_CAMC2-10_2018-06-25,WHWO,M,A,0_50,F,0,27,"WHWO M to nest CAMC2-10A foraging ~40m S, rattling occasionally",DU
EMFWOR_CAMC1-01_2018-06-26,WHWO,M,V,0_50,F,3,43,WHWO M flew in ~50m N + foraged,DU
EMFWOR_CAMC1-09_2018-06-26,WHWO,M,V,0_50,O,7,23,M WHWO landed on snag ~100m N then flew to snag ~10m E. Chased off m HAWO + fussed in area. Most likely from nest CAMC1-10A. Multiple NOFL in area.,DU
EMFWOR_CAMC1-09_2018-06-26,WHWO,M,V,50_150,FL,7,34,M WHWO landed on snag ~100m N then flew to snag ~10m E. Chased off m HAWO + fussed in area. Most likely from nest CAMC1-10A. Multiple NOFL in area.,DU
EMFWOR_SWRC3-10_2018-06-26,WHWO,U,V,0_50,FL,3,15,WHWO flew through point from S-N likely from nest at pt 9,DU
EMFWOR_SWRC3-09_2018-06-26,WHWO,U,V,50_150,FL,3,28,"fast cont drum before foxpro playback ~>150m from E, likely WHWO nest at pt 9. WHWO flew by pt 9 ~50-100m S of pt from W-E",DU
EMFWOR_SWRC3-03_2018-06-26,WHWO,F,A,50_150,D,1,20,F WHWO drummed snag ~96m E of pt. likely from nest near pt4,DU
EMPAID_T09_2018-05-11,WHWO,U,A,50_150,C,1,39,WHWO calling from SW,DU
EMPAID_T10_2018-05-11,WHWO,F,V,50_150,F,3,39,WHWO flew in from NW; feeding,DU
EMPAID_A07_2018-05-15,WHWO,M,V,0_50,C,1,56,"M WHWO foraging in PIPO ~20m N of BT. WHWO pair interacted on tree, then F flew to PIPO 5m NE. M flew ~20m NW. Both flew in from N 300-500m N of T07",DU
EMPAID_A07_2018-05-15,WHWO,M,A,50_150,F,2,27,"M WHWO foraging in PIPO ~20m N of BT. WHWO pair interacted on tree, then F flew to PIPO 5m NE. M flew ~20m NW. Both flew in from N 300-500m N of T07",DU
EMPAID_A07_2018-05-15,WHWO,F,A,50_150,F,1,56,"M WHWO foraging in PIPO ~20m N of BT. WHWO pair interacted on tree, then F flew to PIPO 5m NE. M flew ~20m NW. Both flew in from N 300-500m N of T07",DU
EMPAID_A06_2018-05-15,WHWO,U,A,ovr_150,D,5,40,"PIWO drumming NE ~200m/ WHWO drumming ~200m E of BT, calling, drumming, WHWO (?) ~300-400m N, most likely same individual as A07",DU
EMPAID_A04_2018-05-15,WHWO,U,V,50_150,C,4,2,"WHWO seen/ heard calling/ foraging, before PC~25m SW of BT; HAWO? >300m N; WHWO flew in from N, landed, called in PIPO ~50m at top to S",DU
EMPAID_A04_2018-05-15,WHWO,U,A,ovr_150,FL,6,8,"WHWO seen/ heard calling/ foraging, before PC~25m SW of BT; HAWO? >300m N; WHWO flew in from N, landed, called in PIPO ~50m at top to S",DU
EMPAID_D10_2018-05-15,WHWO,U,A,50_150,D,4,0,"WHWO drumming from SE, got visual",DU
EMPAID_V04_2018-05-18,WHWO,U,A,ovr_150,C,3,10,"WHWO called from S flew to E calling and drumming, remained E 100+m",DU
EMPAID_V04_2018-05-18,WHWO,U,A,50_150,C D,0,33,"WHWO called from S flew to E calling and drumming, remained E 100+m",DU
EMPAID_SF05_2018-05-22,WHWO,F,V,0_50,F,6,28,feeding on tree next to pt ct tree. Flew W,DU
EMPAID_DL06_2018-05-23,WHWO,U,A,0_50,C,1,36,WHWO flew from S/SW; PIWO calling >300m NE; HAWO calling E ~100m,DU
EMPAID_DL06_2018-05-23,WHWO,U,A,50_150,C,2,55,WHWO flew from S/SW; PIWO calling >300m NE; HAWO calling E ~100m,DU
EMPAID_M09_2018-05-24,WHWO,M,V,0_50,F,4,28,WHWO called after 3rd playback; Pair flew E. Female called after pt count over,DU
EMPAID_B05_2018-05-25,WHWO,U,A,ovr_150,C D,2,0,unk WHWO heard calling ~200m W of PC stn,DU
EMPAID_B03_2018-05-25,WHWO,U,A,ovr_150,D,5,0,"unk WHWO heard calling before PC. Drummed once during survey, downhill towards pt2",DU
EMPAID_E01_2018-05-29,WHWO,M,A,0_50,D,2,27,"M WHWO first detected between 20-100m at 330 deg N/NW drumming. Continued drumming E of stn after pc. Second WHWO heard calling (""rattling"") ~75m W of PC stn. HAWO also in area foraging.",DU
EMPAID_E01_2018-05-29,WHWO,M,A,50_150,D,3,37,"M WHWO first detected between 20-100m at 330 deg N/NW drumming. Continued drumming E of stn after pc. Second WHWO heard calling (""rattling"") ~75m W of PC stn. HAWO also in area foraging.",DU
EMPAID_A10_2018-05-29,WHWO,U,A,0_50,F,5,11,WHWO flew in from ENE and called 2-3 times,DU
EMPAID_V03_2018-06-06,WHWO,M,V,0_50,F,3,56,WHWO m foraging to E ~20m,DU
EMPAID_SF10_2018-06-08,WHWO,U,A,50_150,C,3,30,UNK WHWO calling from S/SE,DU
EMPAID_SF10_2018-06-08,WHWO,U,A,ovr_150,C,1,25,UNK WHWO calling from S/SE,DU
EMPAID_1WS07_2018-06-12,WHWO,U,A,ovr_150,FL,5,6,"heard WHWO call from E moving S, called 2x",DU
EMPAID_B04_2018-06-13,WHWO,U,A,0_50,D FL P,5,42,"2 WHWO flew in towards B4 from N (upslope); 1 DR, both were in same tree; after 5 secs, 1 flew SW (towards hilly little valley) and the other flew 80m SW then perched, then flew NNE over hill out of sight",DU
EMPAID_B04_2018-06-13,WHWO,U,V,0_50,FL P,5,42,"2 WHWO flew in towards B4 from N (upslope); 1 DR, both were in same tree; after 5 secs, 1 flew SW (towards hilly little valley) and the other flew 80m SW then perched, then flew NNE over hill out of sight",DU
EMPAID_A04_2018-06-19,WHWO,F,V,0_50,FL,5,2,WHWO flew onto tree <50m NW then flew N,DU
EMPAID_DL04_2018-06-28,WHWO,U,A,50_150,C,0,22,WHWO calling 50-60m S,DU
EMPAID_2WS09_2018-06-29,WHWO,F,V,0_50,D F,0,10,"WHWO, last seen flying NE",DU
EMPAID_2WS08_2018-06-29,WHWO,F,V,0_50,D F,3,3,"HAWO flying/calling N to S of pt; low den canopy, no shrub. Nestings heard nearby, maybe HAWO nest. F WHWO flew to S, almost definite same WHWO as @ pt8",DU
